lifestage,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology
Fertilized_egg,GO:0005737,2.8951852531949e-7,0.999999900783974,39,218,cytoplasm,CC
Fertilized_egg,GO:0005829,1.18115994086585e-4,0.999985541622213,8,22,cytosol,CC
Fertilized_egg,GO:0032299,3.70097404206643e-4,1,3,3,ribonuclease H2 complex,CC
Fertilized_egg,GO:0005747,6.58390995752715e-4,0.999990461930383,3,4,mitochondrial respiratory chain complex I,CC
Fertilized_egg,GO:0005885,6.64902044217071e-4,0.999967768097671,4,8,Arp2/3 protein complex,CC
Fertilized_egg,GO:0005740,9.10375347759567e-4,0.999985207535929,3,4,mitochondrial envelope,CC
Fertilized_egg,GO:0000276,9.69943917221211e-4,0.99994783483618,4,8,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",CC
Fertilized_egg,GO:0001405,0.00245631924735929,1,2,2,"PAM complex, Tim23 associated import motor",CC
Fertilized_egg,GO:0031965,0.00617929942747652,1,2,2,nuclear membrane,CC
Fertilized_egg,GO:0030880,0.00731890519980159,0.999873276758576,2,3,RNA polymerase complex,CC
Fertilized_egg,GO:0034998,0.00873170781733341,0.999834055029855,2,3,oligosaccharyltransferase I complex,CC
Fertilized_egg,GO:0000220,0.00976552264849788,1,2,2,"vacuolar proton-transporting V-type ATPase, V0 domain",CC
Fertilized_egg,GO:0005815,0.011065328387371,0.99922807886337806,3,6,microtubule organizing center,CC
Fertilized_egg,GO:0030896,0.0173990902739255,0.999521719476134,2,3,checkpoint clamp complex,CC
Fertilized_egg,GO:0000178,0.0176512426523895,0.999510984961097,2,3,exosome (RNase complex),CC
Fertilized_egg,GO:0048188,0.0221167060916809,0.999307038435247,2,3,Set1C/COMPASS complex,CC
Fertilized_egg,GO:0071986,0.0229567601575524,0.99897310737964,2,4,Ragulator complex,CC
Fertilized_egg,GO:0043564,0.0302379307068106,0.998427313054263,2,4,Ku70:Ku80 complex,CC
Fertilized_egg,GO:0005666,0.0312517045119003,0.99834475042656,2,4,RNA polymerase III complex,CC
Fertilized_egg,GO:0005892,0.0325873107981802,1,1,1,acetylcholine-gated channel complex,CC
Fertilized_egg,GO:0043240,0.0365960558156024,0.997884352178778,2,4,Fanconi anaemia nuclear complex,CC
Fertilized_egg,GO:0005615,0.0440129017209959,0.990563969172076,4,16,extracellular space,CC
Fertilized_egg,GO:0003884,4.86771871786505e-7,1,6,6,D-amino-acid oxidase activity,MF
Fertilized_egg,GO:0015078,3.26107301055721e-6,0.999999803434106,8,15,proton transmembrane transporter activity,MF
Fertilized_egg,GO:0008483,2.03297860917369e-4,0.999990718072296,5,8,transaminase activity,MF
Fertilized_egg,GO:0004129,2.04127866530773e-4,0.999987942701209,5,11,cytochrome-c oxidase activity,MF
Fertilized_egg,GO:0004523,2.32799034829981e-4,0.999992393019516,4,7,RNA-DNA hybrid ribonuclease activity,MF
Fertilized_egg,GO:0003684,4.36320361192247e-4,0.999943934874356,7,20,damaged DNA binding,MF
Fertilized_egg,GO:0016627,6.96967739032796e-4,0.999924175130224,6,15,"oxidoreductase activity, acting on the CH-CH group of donors",MF
Fertilized_egg,GO:0017056,0.00127950428285218,0.999933310640837,4,7,structural constituent of nuclear pore,MF
Fertilized_egg,GO:0035091,0.00144429760000965,0.999616224896003,11,49,phosphatidylinositol binding,MF
Fertilized_egg,GO:0042802,0.00148431585182071,0.999919339096525,4,7,identical protein binding,MF
Fertilized_egg,GO:0005484,0.00211611207442906,0.999858442793126,4,8,SNAP receptor activity,MF
Fertilized_egg,GO:0016151,0.00261981422609336,0.999800106287548,4,9,nickel cation binding,MF
Fertilized_egg,GO:0000030,0.0041700936382228,0.999828749105969,3,5,mannosyltransferase activity,MF
Fertilized_egg,GO:0004345,0.00447361642176385,1,2,2,glucose-6-phosphate dehydrogenase activity,MF
Fertilized_egg,GO:0004631,0.00490710794752387,0.99990301890795,2,4,phosphomevalonate kinase activity,MF
Fertilized_egg,GO:0008017,0.00518035301053694,0.99798753341968,15,83,microtubule binding,MF
Fertilized_egg,GO:0008121,0.00554308365935272,0.99991704448196606,2,3,ubiquinol-cytochrome-c reductase activity,MF
Fertilized_egg,GO:0047304,0.00571152861164909,1,2,2,2-aminoethylphosphonate-pyruvate transaminase activity,MF
Fertilized_egg,GO:0015075,0.00571311829800545,0.999736430037689,3,5,ion transmembrane transporter activity,MF
Fertilized_egg,GO:1990380,0.00572654056836414,1,2,2,Lys48-specific deubiquitinase activity,MF
Fertilized_egg,GO:0004617,0.00587466564054499,1,2,2,phosphoglycerate dehydrogenase activity,MF
Fertilized_egg,GO:0008425,0.00588015957251283,1,2,2,"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity",MF
Fertilized_egg,GO:0009039,0.00612379862879473,1,2,2,urease activity,MF
Fertilized_egg,GO:0000900,0.00629080579803782,1,2,2,"translation repressor activity, mRNA regulatory element binding",MF
Fertilized_egg,GO:0004619,0.00649695467071123,1,2,2,phosphoglycerate mutase activity,MF
Fertilized_egg,GO:0043015,0.00661314074586911,0.999340404540765,4,9,gamma-tubulin binding,MF
Fertilized_egg,GO:0042578,0.00747984798329422,0.999618342005639,3,5,phosphoric ester hydrolase activity,MF
Fertilized_egg,GO:0008495,0.00754033306433364,1,2,2,protoheme IX farnesyltransferase activity,MF
Fertilized_egg,GO:0004491,0.00846138719183897,1,2,2,methylmalonate-semialdehyde dehydrogenase (acylating) activity,MF
Fertilized_egg,GO:0003860,0.00876333030437121,1,2,2,3-hydroxyisobutyryl-CoA hydrolase activity,MF
Fertilized_egg,GO:0004719,0.00918319668407571,0.999748212191988,2,4,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,MF
Fertilized_egg,GO:0015035,0.0092430126262264,0.99835593857007,5,23,protein disulfide oxidoreductase activity,MF
Fertilized_egg,GO:0003989,0.00971767651917096,1,2,2,acetyl-CoA carboxylase activity,MF
Fertilized_egg,GO:0017069,0.0123331897932869,0.999604799654747,2,4,snRNA binding,MF
Fertilized_egg,GO:0004861,0.0168443885000233,0.999200162166351,2,6,cyclin-dependent protein serine/threonine kinase inhibitor activity,MF
Fertilized_egg,GO:0003872,0.0181599719141819,0.999489066400998,2,3,6-phosphofructokinase activity,MF
Fertilized_egg,GO:0009055,0.018542626000383,0.99524327877766,6,34,electron transfer activity,MF
Fertilized_egg,GO:0004747,0.0190671531407124,0.999449123984649,2,3,ribokinase activity,MF
Fertilized_egg,GO:0015095,0.0199357866269802,0.999409865844901,2,3,magnesium ion transmembrane transporter activity,MF
Fertilized_egg,GO:0015098,0.0199900203060784,0.999170426574434,2,4,molybdate ion transmembrane transporter activity,MF
Fertilized_egg,GO:0004784,0.0204016538002193,0.99938840846168,2,3,superoxide dismutase activity,MF
Fertilized_egg,GO:0003678,0.0210908485193836,0.99452659058529,6,29,DNA helicase activity,MF
Fertilized_egg,GO:0009374,0.0227821023918158,0.998985141864019,2,4,biotin binding,MF
Fertilized_egg,GO:0004045,0.0238310844085337,0.998743527888034,2,5,aminoacyl-tRNA hydrolase activity,MF
Fertilized_egg,GO:0030695,0.025014211902822,0.999161313502672,2,3,GTPase regulator activity,MF
Fertilized_egg,GO:0016765,0.0270460429337333,0.998676962573618,2,4,"transferase activity, transferring alkyl or aryl (other than methyl) groups",MF
Fertilized_egg,GO:0016758,0.0272344844128444,0.998662665455916,2,4,"transferase activity, transferring hexosyl groups",MF
Fertilized_egg,GO:0004144,0.0280653869594522,0.994346139009994,4,31,diacylglycerol O-acyltransferase activity,MF
Fertilized_egg,GO:0003908,0.0287662850463979,1,1,1,methylated-DNA-[protein]-cysteine S-methyltransferase activity,MF
Fertilized_egg,GO:0017176,0.029803702520077,0.99822530044832,2,5,phosphatidylinositol N-acetylglucosaminyltransferase activity,MF
Fertilized_egg,GO:0042162,0.0302379307068106,0.998427313054263,2,4,telomeric DNA binding,MF
Fertilized_egg,GO:0000287,0.0323128356920546,0.988524421111144,8,46,magnesium ion binding,MF
Fertilized_egg,GO:0004866,0.0339749615854338,0.995723860907151,3,8,endopeptidase inhibitor activity,MF
Fertilized_egg,GO:0052381,0.034863031251562,1,1,1,tRNA dimethylallyltransferase activity,MF
Fertilized_egg,GO:0030983,0.0353065486480989,0.993037744937813,4,15,mismatched DNA binding,MF
Fertilized_egg,GO:0017022,0.0376243419224914,1,1,1,myosin binding,MF
Fertilized_egg,GO:0071949,0.0383154107374983,0.988471269960862,6,31,FAD binding,MF
Fertilized_egg,GO:0003755,0.0383259913947614,0.98694727747353,7,44,peptidyl-prolyl cis-trans isomerase activity,MF
Fertilized_egg,GO:0004489,0.0392155317184744,0.997643712422659,2,4,methylenetetrahydrofolate reductase (NAD(P)H) activity,MF
Fertilized_egg,GO:0004435,0.0430057349295945,0.993794676045907,3,9,phosphatidylinositol phospholipase C activity,MF
Fertilized_egg,GO:0008137,0.0431907614318108,0.993010164812396,3,15,NADH dehydrogenase (ubiquinone) activity,MF
Fertilized_egg,GO:0106073,0.0493354356315764,1,1,1,"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity",MF
Cleavage,GO:0035556,1.18788408270174e-6,0.99999967578968,24,146,intracellular signal transduction,BP
Cleavage,GO:0090481,1.96574294982841e-6,0.999999982614014,5,6,pyrimidine nucleotide-sugar transmembrane transport,BP
Cleavage,GO:0006139,6.57571386259665e-6,0.999999213924821,10,35,nucleobase-containing compound metabolic process,BP
Cleavage,GO:0046856,6.48516052484129e-5,0.999997407809914,5,9,phosphatidylinositol dephosphorylation,BP
Cleavage,GO:0016311,3.07949397612418e-4,0.999969598513665,6,18,dephosphorylation,BP
Cleavage,GO:0008299,0.0013178818447787,0.999912745939225,4,10,isoprenoid biosynthetic process,BP
Cleavage,GO:0034968,0.00145941120525989,0.999959008225722,3,5,histone lysine methylation,BP
Cleavage,GO:0034080,0.00163030463869762,1,2,2,CENP-A containing nucleosome assembly,BP
Cleavage,GO:0071816,0.00190895668358401,1,2,2,tail-anchored membrane protein insertion into ER membrane,BP
Cleavage,GO:0006888,0.00233268182440518,0.999806145636252,4,12,endoplasmic reticulum to Golgi vesicle-mediated transport,BP
Cleavage,GO:0006480,0.00286679572192832,1,2,2,N-terminal protein amino acid methylation,BP
Cleavage,GO:0006784,0.00326148178149968,1,2,2,heme A biosynthetic process,BP
Cleavage,GO:0006368,0.00330687460780584,0.999852499459583,3,6,transcription elongation from RNA polymerase II promoter,BP
Cleavage,GO:0006623,0.00347000429728086,1,2,2,protein targeting to vacuole,BP
Cleavage,GO:0017148,0.00354510294744893,1,2,2,negative regulation of translation,BP
Cleavage,GO:0043488,0.00354510294744893,1,2,2,regulation of mRNA stability,BP
Cleavage,GO:0006470,0.00961889250961298,0.997232201267226,8,55,protein dephosphorylation,BP
Cleavage,GO:0006526,0.0100131269748997,0.999795412532254,2,3,arginine biosynthetic process,BP
Cleavage,GO:0032218,0.0102761718519687,0.999701097077556,2,4,riboflavin transport,BP
Cleavage,GO:0008053,0.0104582832075205,0.99978131738467,2,3,mitochondrial fusion,BP
Cleavage,GO:0044260,0.0114837026419359,0.999645758601964,2,4,cellular macromolecule metabolic process,BP
Cleavage,GO:0030488,0.013240499022152,0.999559500126672,2,4,tRNA methylation,BP
Cleavage,GO:0050909,0.015310601928072501,0.999363496028578,2,5,sensory perception of taste,BP
Cleavage,GO:0006379,0.0215141824495619,0.998926866720059,2,5,mRNA cleavage,BP
Cleavage,GO:0006890,0.0261653500159195,0.998549008384239,2,5,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",BP
Cleavage,GO:0120009,0.0316943815432718,0.997884656912825,2,6,intermembrane lipid transfer,BP
Cleavage,GO:0006631,0.0324487957649558,0.997806279386236,2,6,fatty acid metabolic process,BP
Cleavage,GO:0007179,0.034741292124575,0.997561790170442,2,6,transforming growth factor beta receptor signaling pathway,BP
Cleavage,GO:0007018,0.0368328066195748,0.983634515629184,11,108,microtubule-based movement,BP
Cleavage,GO:0006885,0.0368655283367773,0.997326915502081,2,6,regulation of pH,BP
Cleavage,GO:0006506,0.037834434281203,0.99413703175552,3,16,GPI anchor biosynthetic process,BP
Cleavage,GO:0007600,0.0401969210012109,1,1,1,sensory perception,BP
Cleavage,GO:0045494,0.0401969210012109,1,1,1,photoreceptor cell maintenance,BP
Cleavage,GO:0045329,0.0402473088721817,1,1,1,carnitine biosynthetic process,BP
Cleavage,GO:0010826,0.0402748860501743,1,1,1,negative regulation of centrosome duplication,BP
Cleavage,GO:0007264,0.040436436718683,0.987229687301129,6,48,small GTPase mediated signal transduction,BP
Cleavage,GO:0000183,0.0412761357797296,1,1,1,rDNA heterochromatin assembly,BP
Cleavage,GO:0034427,0.0415625646660989,1,1,1,"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",BP
Cleavage,GO:0007064,0.0415859003628664,0.99677715007753,2,6,mitotic sister chromatid cohesion,BP
Cleavage,GO:0021520,0.0418192742885038,1,1,1,spinal cord motor neuron cell fate specification,BP
Cleavage,GO:0046474,0.0473608725902539,1,1,1,glycerophospholipid biosynthetic process,BP
Cleavage,GO:0006788,0.0475510507182735,1,1,1,heme oxidation,BP
Cleavage,GO:0042998,0.0476630001415036,1,1,1,positive regulation of Golgi to plasma membrane protein transport,BP
Cleavage,GO:0060271,0.0479569802359028,0.995765367667257,2,7,cilium assembly,BP
Cleavage,GO:0042981,0.0485842075360718,0.97429693081034,15,183,regulation of apoptotic process,BP
Cleavage,GO:0000139,4.36154316578744e-4,0.999938702430459,7,30,Golgi membrane,CC
Cleavage,GO:0043189,0.00165661326820703,1,2,2,H4/H2A histone acetyltransferase complex,CC
Cleavage,GO:0036038,0.00253208596514505,1,2,2,MKS complex,CC
Cleavage,GO:0016021,0.00278786514339952,0.997909066833606,146,2456,integral component of membrane,CC
Cleavage,GO:0008023,0.00998283994084125,0.999796359386667,2,3,transcription elongation factor complex,CC
Cleavage,GO:0016592,0.0147214145440087,0.996971731240713,5,29,mediator complex,CC
Cleavage,GO:0000813,0.0285148109936826,0.998342895537665,2,5,ESCRT I complex,CC
Cleavage,GO:0005662,0.0401952637691882,1,1,1,DNA replication factor A complex,CC
Cleavage,GO:0035861,0.0401952637691882,1,1,1,site of double-strand break,CC
Cleavage,GO:0005720,0.0412761357797296,1,1,1,nuclear heterochromatin,CC
Cleavage,GO:0000799,0.0470060511461741,1,1,1,nuclear condensin complex,CC
Cleavage,GO:0008408,1.23860055468825e-8,0.999999999230352,11,26,3'-5' exonuclease activity,MF
Cleavage,GO:0015165,1.96574294982841e-6,0.999999982614014,5,6,pyrimidine nucleotide-sugar transmembrane transporter activity,MF
Cleavage,GO:0018024,2.71324797893923e-5,0.999999204349554,5,8,histone-lysine N-methyltransferase activity,MF
Cleavage,GO:0004725,1.42119699694799e-4,0.999968607574813,12,62,protein tyrosine phosphatase activity,MF
Cleavage,GO:0005515,4.66685938174727e-4,0.999643415872961,238,3720,protein binding,MF
Cleavage,GO:0016757,9.45327424999629e-4,0.999818893053868,8,43,"transferase activity, transferring glycosyl groups",MF
Cleavage,GO:0009019,0.00183862489489738,1,2,2,tRNA (guanine-N1-)-methyltransferase activity,MF
Cleavage,GO:0004421,0.00243900016086652,1,2,2,hydroxymethylglutaryl-CoA synthase activity,MF
Cleavage,GO:0008017,0.0025246085622772,0.999201267404359,12,83,microtubule binding,MF
Cleavage,GO:0035240,0.00286060839496673,1,2,2,dopamine binding,MF
Cleavage,GO:0072544,0.00286060839496673,1,2,2,L-DOPA binding,MF
Cleavage,GO:0072545,0.00286060839496673,1,2,2,tyrosine binding,MF
Cleavage,GO:0005347,0.00306658593606192,0.999591889971262,5,20,ATP transmembrane transporter activity,MF
Cleavage,GO:0003991,0.0033958990258582,1,2,2,acetylglutamate kinase activity,MF
Cleavage,GO:0030371,0.00354510294744893,1,2,2,translation repressor activity,MF
Cleavage,GO:0003777,0.00363053959788975,0.998864493737524,11,78,microtubule motor activity,MF
Cleavage,GO:0016787,0.00423193786499473,0.998177518273547,18,183,hydrolase activity,MF
Cleavage,GO:0016409,0.00439493181042769,0.999347624380724,5,23,palmitoyltransferase activity,MF
Cleavage,GO:0003725,0.00537559570049909,0.999920846972172,2,3,double-stranded RNA binding,MF
Cleavage,GO:0008168,0.00560352806186607,0.9980125423703,12,106,methyltransferase activity,MF
Cleavage,GO:0017064,0.00649657207411355,0.999894367459723,2,3,fatty acid amide hydrolase activity,MF
Cleavage,GO:0016717,0.00669531094294076,0.999510505240279,3,10,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",MF
Cleavage,GO:0003964,0.00710958416332372,0.997034666003906,15,169,RNA-directed DNA polymerase activity,MF
Cleavage,GO:0000175,0.00750146483317599,0.999868446250292,2,3,3'-5'-exoribonuclease activity,MF
Cleavage,GO:0003953,0.00991817200876666,0.999798375867544,2,3,NAD+ nucleosidase activity,MF
Cleavage,GO:0005085,0.0101167485985857,0.996555173436351,10,74,guanyl-nucleotide exchange factor activity,MF
Cleavage,GO:0032217,0.0102761718519687,0.999701097077556,2,4,riboflavin transmembrane transporter activity,MF
Cleavage,GO:0004659,0.0106442611041437,0.99968458038766,2,4,prenyltransferase activity,MF
Cleavage,GO:0016972,0.012044528376981299,0.999618947028022,2,4,thiol oxidase activity,MF
Cleavage,GO:0003824,0.0128989951537594,0.994071126989471,16,176,catalytic activity,MF
Cleavage,GO:0009374,0.0132806544478119,0.999557451572185,2,4,biotin binding,MF
Cleavage,GO:0046872,0.0137455850642591,0.992163937072373,28,338,metal ion binding,MF
Cleavage,GO:0070290,0.0166224752383395,0.999278000997066,2,5,N-acylphosphatidylethanolamine-specific phospholipase D activity,MF
Cleavage,GO:0008138,0.0212982791115199,0.996213306463981,4,21,protein tyrosine/serine/threonine phosphatase activity,MF
Cleavage,GO:0016705,0.0290196297468012,0.986520604963018,13,144,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Cleavage,GO:0120013,0.0316943815432718,0.997884656912825,2,6,lipid transfer activity,MF
Cleavage,GO:0003712,0.0347018872033086,0.992675276242943,4,25,transcription coregulator activity,MF
Cleavage,GO:0015385,0.0368655283367773,0.997326915502081,2,6,sodium:proton antiporter activity,MF
Cleavage,GO:0008194,0.0388396972372032,0.993918577930673,3,16,UDP-glycosyltransferase activity,MF
Cleavage,GO:0050353,0.0402473088721817,1,1,1,trimethyllysine dioxygenase activity,MF
Cleavage,GO:0004452,0.0409404759421339,1,1,1,isopentenyl-diphosphate delta-isomerase activity,MF
Cleavage,GO:0000009,0.0422065863448972,1,1,1,"alpha-1,6-mannosyltransferase activity",MF
Cleavage,GO:0004476,0.0424868164864744,1,1,1,mannose-6-phosphate isomerase activity,MF
Cleavage,GO:0005506,0.0444083033166675,0.976791138293673,15,182,iron ion binding,MF
Cleavage,GO:0044547,0.0470060511461741,1,1,1,DNA topoisomerase binding,MF
Cleavage,GO:0072587,0.0470060511461741,1,1,1,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activator activity",MF
Cleavage,GO:0008176,0.0470503677374901,1,1,1,tRNA (guanine-N7-)-methyltransferase activity,MF
Cleavage,GO:0004392,0.0475510507182735,1,1,1,heme oxygenase (decyclizing) activity,MF
Cleavage,GO:0071253,0.0476630001415036,1,1,1,connexin binding,MF
Cleavage,GO:0005096,0.0479500180054374,0.986303233962777,5,35,GTPase activator activity,MF
Prawn_chip,GO:0035556,2.1519365512475e-5,0.999992215031113,29,146,intracellular signal transduction,BP
Prawn_chip,GO:0090481,2.50952524812607e-5,0.999999616610252,5,6,pyrimidine nucleotide-sugar transmembrane transport,BP
Prawn_chip,GO:0006368,3.53071924907589e-5,0.999999418645466,5,6,transcription elongation from RNA polymerase II promoter,BP
Prawn_chip,GO:0006139,8.49008655679142e-5,0.999984950615268,11,35,nucleobase-containing compound metabolic process,BP
Prawn_chip,GO:0006888,2.11670178486071e-4,0.999983685453161,6,12,endoplasmic reticulum to Golgi vesicle-mediated transport,BP
Prawn_chip,GO:0016311,5.73604546962458e-4,0.999925318904372,7,18,dephosphorylation,BP
Prawn_chip,GO:0046856,5.8266502039508e-4,0.999961960445405,5,9,phosphatidylinositol dephosphorylation,BP
Prawn_chip,GO:0006351,0.00169424897400574,0.999578886528596,10,41,"transcription, DNA-templated",BP
Prawn_chip,GO:0006265,0.00275566639293604,0.999801222157379,4,8,DNA topological change,BP
Prawn_chip,GO:0006355,0.00298182620872349,0.998157169986337,54,465,"regulation of transcription, DNA-templated",BP
Prawn_chip,GO:0001522,0.00317265342356173,0.999620480703798,5,13,pseudouridine synthesis,BP
Prawn_chip,GO:0006275,0.00434406796759963,0.999818866338932,3,5,regulation of DNA replication,BP
Prawn_chip,GO:0034080,0.00505222047310663,1,2,2,CENP-A containing nucleosome assembly,BP
Prawn_chip,GO:0009298,0.00560500046953195,1,2,2,GDP-mannose biosynthetic process,BP
Prawn_chip,GO:0071816,0.00580440976184238,1,2,2,tail-anchored membrane protein insertion into ER membrane,BP
Prawn_chip,GO:0034968,0.00587773225798562,0.99972589976199,3,5,histone lysine methylation,BP
Prawn_chip,GO:0007051,0.00617383016879945,1,2,2,spindle organization,BP
Prawn_chip,GO:0016070,0.00680398263006127,1,2,2,RNA metabolic process,BP
Prawn_chip,GO:0008299,0.0079074545714171909,0.99912629040021,4,10,isoprenoid biosynthetic process,BP
Prawn_chip,GO:0006480,0.00793408011914777,1,2,2,N-terminal protein amino acid methylation,BP
Prawn_chip,GO:0006364,0.00835615007437667,0.998309492283711,6,22,rRNA processing,BP
Prawn_chip,GO:0006784,0.00838522308799185,1,2,2,heme A biosynthetic process,BP
Prawn_chip,GO:0009152,0.00847672687784785,1,2,2,purine ribonucleotide biosynthetic process,BP
Prawn_chip,GO:0006623,0.00850289513384397,1,2,2,protein targeting to vacuole,BP
Prawn_chip,GO:0017148,0.0085435133344983,1,2,2,negative regulation of translation,BP
Prawn_chip,GO:0043488,0.0085435133344983,1,2,2,regulation of mRNA stability,BP
Prawn_chip,GO:0016180,0.00855942872516002,1,2,2,snRNA processing,BP
Prawn_chip,GO:0006486,0.00857269863947264,0.996300735521062,16,112,protein glycosylation,BP
Prawn_chip,GO:0006260,0.0121169477412053,0.996157377436006,9,45,DNA replication,BP
Prawn_chip,GO:0008033,0.0170764724755503,0.995860973679321,6,25,tRNA processing,BP
Prawn_chip,GO:0006352,0.0191073125884855,0.996937814065276,4,14,"DNA-templated transcription, initiation",BP
Prawn_chip,GO:0006470,0.0196140652851262,0.992740837397029,10,55,protein dephosphorylation,BP
Prawn_chip,GO:0006261,0.0201752338367796,0.999398779747792,2,3,DNA-dependent DNA replication,BP
Prawn_chip,GO:0000290,0.020725702779292,0.999373223079816,2,3,deadenylation-dependent decapping of nuclear-transcribed mRNA,BP
Prawn_chip,GO:0018344,0.0227194600645661,0.999277457364645,2,3,protein geranylgeranylation,BP
Prawn_chip,GO:0016570,0.0230244955708095,0.999262370193536,2,3,histone modification,BP
Prawn_chip,GO:0000012,0.023261380987674,0.999250575120473,2,3,single strand break repair,BP
Prawn_chip,GO:0034508,0.0237902388691376,0.999223995388237,2,3,centromere complex assembly,BP
Prawn_chip,GO:0009408,0.0238466367983587,0.999221140878435,2,3,response to heat,BP
Prawn_chip,GO:0006526,0.0239473971365469,0.999216031449746,2,3,arginine biosynthetic process,BP
Prawn_chip,GO:0008053,0.0241786854020406,0.999204256784464,2,3,mitochondrial fusion,BP
Prawn_chip,GO:0006357,0.0243131249933926,0.992637008578075,7,35,regulation of transcription by RNA polymerase II,BP
Prawn_chip,GO:0006471,0.0247794248307334,0.997247173177946,3,8,protein ADP-ribosylation,BP
Prawn_chip,GO:0006281,0.0265583141266284,0.988058237625711,13,87,DNA repair,BP
Prawn_chip,GO:0006695,0.0273023141788668,0.998657300159958,2,4,cholesterol biosynthetic process,BP
Prawn_chip,GO:0032218,0.0300682273688531,0.998440744440649,2,4,riboflavin transport,BP
Prawn_chip,GO:0044260,0.031444290907544,0.998328637270018,2,4,cellular macromolecule metabolic process,BP
Prawn_chip,GO:0032981,0.0338720109189659,0.998123951512381,2,4,mitochondrial respiratory chain complex I assembly,BP
Prawn_chip,GO:0015671,0.0356657070203685,0.997967175001841,2,4,oxygen transport,BP
Prawn_chip,GO:0030488,0.0360836684994506,0.997929976814294,2,4,tRNA methylation,BP
Prawn_chip,GO:0050909,0.0444187147572561,0.996701677618955,2,5,sensory perception of taste,BP
Prawn_chip,GO:0007264,0.0495885470469677,0.98074684507644,8,48,small GTPase mediated signal transduction,BP
Prawn_chip,GO:0005634,6.43101845594543e-4,0.999638603770475,51,379,nucleus,CC
Prawn_chip,GO:0005665,0.00510606206508804,1,2,2,"RNA polymerase II, core complex",CC
Prawn_chip,GO:0043189,0.00512383364145524,1,2,2,H4/H2A histone acetyltransferase complex,CC
Prawn_chip,GO:0036038,0.00670071730105174,1,2,2,MKS complex,CC
Prawn_chip,GO:0000139,0.00845139265364375,0.997970199822262,7,30,Golgi membrane,CC
Prawn_chip,GO:0032039,0.00855942872516002,1,2,2,integrator complex,CC
Prawn_chip,GO:0016592,0.00888607989995504,0.997855636745499,7,29,mediator complex,CC
Prawn_chip,GO:0005765,0.0129486960419861,0.998946118334827,3,7,lysosomal membrane,CC
Prawn_chip,GO:0000775,0.0223794848270604,0.997610773019768,3,8,"chromosome, centromeric region",CC
Prawn_chip,GO:0016593,0.0230244955708095,0.999262370193536,2,3,Cdc73/Paf1 complex,CC
Prawn_chip,GO:0008023,0.0239304509820473,0.999216891625621,2,3,transcription elongation factor complex,CC
Prawn_chip,GO:0008408,2.18922372649264e-8,0.999999998251343,13,26,3'-5' exonuclease activity,MF
Prawn_chip,GO:0015165,2.50952524812607e-5,0.999999616610252,5,6,pyrimidine nucleotide-sugar transmembrane transporter activity,MF
Prawn_chip,GO:0018024,2.54000391047439e-4,0.999987803315135,5,8,histone-lysine N-methyltransferase activity,MF
Prawn_chip,GO:0000175,5.91829399673569e-4,1,3,3,3'-5'-exoribonuclease activity,MF
Prawn_chip,GO:0004725,8.74041911011702e-4,0.999737966415187,14,62,protein tyrosine phosphatase activity,MF
Prawn_chip,GO:0003917,0.00210792631299997,0.999953684886349,3,4,"DNA topoisomerase type I (single strand cut, ATP-independent) activity",MF
Prawn_chip,GO:0070290,0.00367812728234583,0.999855718011996,3,5,N-acylphosphatidylethanolamine-specific phospholipase D activity,MF
Prawn_chip,GO:0046872,0.00383276465170646,0.997735385304822,44,338,metal ion binding,MF
Prawn_chip,GO:0016717,0.00399088761384132,0.999638767899903,4,10,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",MF
Prawn_chip,GO:0016787,0.00412965936338342,0.997947245041634,26,183,hydrolase activity,MF
Prawn_chip,GO:0005347,0.00516693014982191,0.999075989664633,6,20,ATP transmembrane transporter activity,MF
Prawn_chip,GO:0009019,0.00561650292831799,1,2,2,tRNA (guanine-N1-)-methyltransferase activity,MF
Prawn_chip,GO:0016757,0.00662510421687678,0.998106092720041,9,43,"transferase activity, transferring glycosyl groups",MF
Prawn_chip,GO:0046982,0.00662627270971254,0.998105705062421,9,43,protein heterodimerization activity,MF
Prawn_chip,GO:0008017,0.00670891377655568,0.997314493148336,15,83,microtubule binding,MF
Prawn_chip,GO:0004421,0.00712532509344006,1,2,2,hydroxymethylglutaryl-CoA synthase activity,MF
Prawn_chip,GO:0097020,0.00713141370427151,1,2,2,COPII adaptor activity,MF
Prawn_chip,GO:0035240,0.00794330161439681,1,2,2,dopamine binding,MF
Prawn_chip,GO:0072544,0.00794330161439681,1,2,2,L-DOPA binding,MF
Prawn_chip,GO:0072545,0.00794330161439681,1,2,2,tyrosine binding,MF
